purple_child_face00_x,-0.099776047,-0.022939925
purple_child_face00_y,0.037462063,-0.089502392
purple_child_face01_x,-0.097084257,-0.02695877
purple_child_face01_y,0.038455971,-0.089983765
purple_child_face02_x,-0.094458949,-0.030704974
purple_child_face02_y,0.039466119,-0.090539141
purple_child_face03_x,-0.091907696,-0.034942173
purple_child_face03_y,0.039870558,-0.091034675
purple_child_face04_x,-0.089689501,-0.039094687
purple_child_face04_y,0.04097448,-0.091845438
purple_child_face05_x,-0.087576155,-0.041981649
purple_child_face05_y,0.042119407,-0.092531722
purple_child_face06_x,-0.08602351,-0.043953199
purple_child_face06_y,0.043685727,-0.093683019
purple_child_face07_x,-0.084785547,-0.04645827
purple_child_face07_y,0.045445624,-0.095929026
purple_child_face08_x,-0.085281152,-0.048684234
purple_child_face08_y,0.046961853,-0.097740755
purple_child_face09_x,-0.087573386,-0.05048509
purple_child_face09_y,0.048212348,-0.100215456
purple_child_face10_x,-0.09035374,-0.051701021
purple_child_face10_y,0.048415066,-0.102164344
purple_child_face11_x,-0.092513086,-0.052616623
purple_child_face11_y,0.048396163,-0.103774279
purple_child_face12_x,-0.094958889,-0.052242361
purple_child_face12_y,0.047881946,-0.10504523
purple_child_face13_x,-0.09695165,-0.050672493
purple_child_face13_y,0.047692035,-0.106003656
purple_child_face14_x,-0.09910418,-0.048982934
purple_child_face14_y,0.04773191,-0.107808818
purple_child_face15_x,-0.10082909,-0.047590715
purple_child_face15_y,0.047360483,-0.108957256
purple_child_face16_x,-0.103481515,-0.044794242
purple_child_face16_y,0.037501912,-0.094877761
purple_child_face17_x,-0.100020797,-0.023379133
purple_child_face17_y,0.037875047,-0.097403055
purple_child_face18_x,-0.101757656,-0.022800126
purple_child_face18_y,0.03894305,-0.100411582
purple_child_face19_x,-0.103410134,-0.023359385
purple_child_face19_y,0.040570968,-0.102905377
purple_child_face20_x,-0.104012915,-0.024446191
purple_child_face20_y,0.042114315,-0.10512805
purple_child_face21_x,-0.104177322,-0.026375989
purple_child_face21_y,0.045384652,-0.110557777
purple_child_face22_x,-0.106292631,-0.030196579
purple_child_face22_y,0.046087105,-0.112680291
purple_child_face23_x,-0.108292143,-0.031456045
purple_child_face23_y,0.046925371,-0.114529227
purple_child_face24_x,-0.109698167,-0.033505082
purple_child_face24_y,0.048184082,-0.115987091
purple_child_face25_x,-0.110627015,-0.036089511
purple_child_face25_y,0.048889342,-0.116124853
purple_child_face26_x,-0.109963838,-0.039692751
purple_child_face26_y,0.044754979,-0.106558714
purple_child_face27_x,-0.103380553,-0.031367759
purple_child_face27_y,0.04472825,-0.106269935
purple_child_face28_x,-0.102066752,-0.0332213
purple_child_face28_y,0.045039927,-0.106208686
purple_child_face29_x,-0.100873827,-0.035020391
purple_child_face29_y,0.045171089,-0.106049968
purple_child_face30_x,-0.099053512,-0.036778959
purple_child_face30_y,0.044134813,-0.10229494
purple_child_face31_x,-0.097090246,-0.037305084
purple_child_face31_y,0.044780849,-0.103443046
purple_child_face32_x,-0.09729683,-0.038345931
purple_child_face32_y,0.045427227,-0.104483311
purple_child_face33_x,-0.097376326,-0.039421054
purple_child_face33_y,0.046124122,-0.105416222
purple_child_face34_x,-0.097798595,-0.039937441
purple_child_face34_y,0.046766729,-0.10618795
purple_child_face35_x,-0.098394116,-0.040493272
purple_child_face35_y,0.040280112,-0.096632609
purple_child_face36_x,-0.098425979,-0.027987235
purple_child_face36_y,0.041003871,-0.098606334
purple_child_face37_x,-0.099034453,-0.028346993
purple_child_face37_y,0.041748986,-0.100210955
purple_child_face38_x,-0.100078902,-0.029301768
purple_child_face38_y,0.042680307,-0.101521633
purple_child_face39_x,-0.10058359,-0.030848485
purple_child_face39_y,0.041942005,-0.099571654
purple_child_face40_x,-0.099805233,-0.030488216
purple_child_face40_y,0.041220997,-0.097785292
purple_child_face41_x,-0.098595294,-0.029495587
purple_child_face41_y,0.046832452,-0.108909232
purple_child_face42_x,-0.104185689,-0.035552876
purple_child_face42_y,0.047399701,-0.110526772
purple_child_face43_x,-0.104290504,-0.03604505
purple_child_face43_y,0.048021071,-0.111752882
purple_child_face44_x,-0.104907122,-0.037630618
purple_child_face44_y,0.048832832,-0.112186834
purple_child_face45_x,-0.10583095,-0.039694632
purple_child_face45_y,0.048309871,-0.111135813
purple_child_face46_x,-0.104719147,-0.038885499
purple_child_face46_y,0.047669058,-0.109932855
purple_child_face47_x,-0.104378951,-0.037257584
purple_child_face47_y,0.043085694,-0.097012663
purple_child_face48_x,-0.09211969,-0.039288284
purple_child_face48_y,0.043946721,-0.099957577
purple_child_face49_x,-0.094162701,-0.039292693
purple_child_face49_y,0.044955441,-0.102063811
purple_child_face50_x,-0.095607056,-0.039903751
purple_child_face50_y,0.045794423,-0.10312103
purple_child_face51_x,-0.095941407,-0.041218172
purple_child_face51_y,0.046484637,-0.104109768
purple_child_face52_x,-0.096565724,-0.042014377
purple_child_face52_y,0.047219303,-0.105003142
purple_child_face53_x,-0.096259996,-0.043847591
purple_child_face53_y,0.047939157,-0.105629958
purple_child_face54_x,-0.095487776,-0.046188587
purple_child_face54_y,0.047613857,-0.103945882
purple_child_face55_x,-0.093741011,-0.046346508
purple_child_face55_y,0.046958803,-0.102422964
purple_child_face56_x,-0.092095791,-0.045580235
purple_child_face56_y,0.046197091,-0.101144153
purple_child_face57_x,-0.091222981,-0.044388181
purple_child_face57_y,0.045260525,-0.099823429
purple_child_face58_x,-0.090726464,-0.0432994
purple_child_face58_y,0.044257701,-0.098533196
purple_child_face59_x,-0.091173855,-0.041582017
purple_child_face59_y,0.043723767,-0.09805636
purple_child_face60_x,-0.092562016,-0.040012549
purple_child_face60_y,0.04503158,-0.101051354
purple_child_face61_x,-0.094330429,-0.04109336
purple_child_face61_y,0.045890693,-0.102464562
purple_child_face62_x,-0.094833499,-0.042071369
purple_child_face62_y,0.046595463,-0.103577512
purple_child_face63_x,-0.095396185,-0.043144001
purple_child_face63_y,0.047523265,-0.105284948
purple_child_face64_x,-0.095156174,-0.045413986
purple_child_face64_y,0.046778031,-0.103326382
purple_child_face65_x,-0.093625441,-0.043871188
purple_child_face65_y,0.04609466,-0.102110958
purple_child_face66_x,-0.092785509,-0.04288586
purple_child_face66_y,0.045188764,-0.100696838
purple_child_face67_x,-0.092522051,-0.041819071
purple_child_face67_y,0.041360766,-0.099115291
purple_child_face68_x,-0.099178481,-0.02942944
purple_child_face68_y,0.047797965,-0.110884854
purple_child_face69_x,-0.104545828,-0.037172387
purple_child_face69_y,0.040015123,-0.100387887
purple_child_skel00_x,-0.10023668,-0.035688319
purple_child_skel00_y,0.035666257,-0.074115297
purple_child_skel01_x,-0.076867509,-0.045434912
purple_child_skel01_y,0.032654722,-0.067112297
purple_child_skel02_x,-0.066151794,-0.026793194
purple_child_skel02_y,0.027347084,-0.04689525
purple_child_skel03_x,-0.02679081,-0.007235781
purple_child_skel03_y,0.027815908,-0.061363971
purple_child_skel04_x,-0.006870949,-0.001038597
purple_child_skel04_y,0.036288964,-0.074841494
purple_child_skel05_x,-0.088045271,-0.062851226
purple_child_skel05_y,0.04471335,-0.008634464
purple_child_skel06_x,-0.010774556,0.010849636
purple_child_skel06_y,0.055851371,0.001826593
purple_child_skel07_x,0.033840304,0.036691836
purple_child_skel07_y,0.086632941,0.078282205
purple_child_skel08_x,0.098788462,0.099973045
purple_child_skel08_y,0.029846602,-0.004697144
purple_child_skel09_x,0.011012044,0.031597893
purple_child_skel09_y,-0.014291381,0.008411399
purple_child_skel10_x,-0.071547816,-0.007812038
purple_child_skel10_y,0.127284729,0.105301641
purple_child_skel11_x,0.115237361,0.111825179
purple_child_skel11_y,0.124094396,0.020859231
purple_child_skel12_x,0.111104619,0.032946133
purple_child_skel12_y,-0.061645542,-0.049405116
purple_child_skel13_x,-0.079453248,-0.054247191
purple_child_skel13_y,0.036736331,-0.096408184
purple_child_skel14_x,-0.100311198,-0.029136796
purple_child_skel14_y,0.039501418,-0.104203327
purple_child_skel15_x,-0.104538729,-0.035862964
purple_child_skel15_y,0.033421616,-0.079078739
purple_child_skel16_x,-0.084755063,-0.031870543
purple_child_skel16_y,0.033990166,-0.090152671
purple_child_skel17_x,-0.100829467,-0.043376144
purple_child_skel17_y,-0.069214119,0.093410423
purple_child_head_x,0.023861168,0.030932138
purple_child_head_y,0.034464163,0.035707198
purple_child_head_z,0.041723668,0.114114522
purple_child_head_rx,-0.003724623,-0.073784435
purple_child_head_ry,-0.012363841,-0.026434471
purple_child_head_rz,0.040656429,-0.045714024
purple_child_gaze_x,-0.020912519,-0.028913594
purple_child_gaze_y,-0.056806403,-0.01017838
